代码,公司,层级,产品或IP名称,提及次数,首次出现PDF页,首次上下文,说明
300533,冰川网络,核心,代号：WEPK,1,18,游 已立项 3 《代号：末日之旅》 手游 休闲养成手游 已立项 4 《代号：契约》 手游 休闲竞技手游 已立项 5 《代号：WEPK》 手游 休闲竞技手游 已立项 注：以上仅列示主要自研及定制类产品，且上述项目尚未确定最终游戏名称。 （三）公司经营模式 1.收费模式 中国网络游戏的收费模式主要有按时长收费（PTP）、按虚拟道具收费（FTP）以及游戏内置广告（IGA）等。公司 游戏产品主要采用按道具收费模式，该模式,程序初筛，重点公司产品另行人工复核
300533,冰川网络,核心,代号：合成,1,18,情况列示如下： 序号 项目名称 项目类型 项目介绍 所处阶段 1 《代号：SC》 手游 卡牌SLG 手游 测试中 2 《代号：合成》 手游 休闲养成手游 已立项 3 《代号：末日之旅》 手游 休闲养成手游 已立项 4 《代号：契约》 手游 休闲竞技手游 已立项 5 《代号：WEPK》 手游,程序初筛，重点公司产品另行人工复核
300533,冰川网络,核心,代号：契约,1,18,手游 测试中 2 《代号：合成》 手游 休闲养成手游 已立项 3 《代号：末日之旅》 手游 休闲养成手游 已立项 4 《代号：契约》 手游 休闲竞技手游 已立项 5 《代号：WEPK》 手游 休闲竞技手游 已立项 注：以上仅列示主要自研及定制类产品，且上述项目尚未确定最终游戏名称。 （三）公司经营模式 1.收费模式 中国网络游戏的收费模式主要有按时长,程序初筛，重点公司产品另行人工复核
300533,冰川网络,核心,代号：末日之旅,1,18,所处阶段 1 《代号：SC》 手游 卡牌SLG 手游 测试中 2 《代号：合成》 手游 休闲养成手游 已立项 3 《代号：末日之旅》 手游 休闲养成手游 已立项 4 《代号：契约》 手游 休闲竞技手游 已立项 5 《代号：WEPK》 手游 休闲竞技手游 已立项 注：以上仅列示主要自研及定制类产品，且上述项目尚未确定,程序初筛，重点公司产品另行人工复核
002555,三七互娱,核心,时光大爆炸,4,12,净利润 17.66 亿元，同比增长26.14%。 报告期内，公司《寻道大千》《Puzzles ＆Survival》《生存33 天》《Last Asylum: Plague》《RO 仙境传说：世界 之旅》《英雄没有闪》《时光杂货店》《Puzzles ＆Chaos》《时光大爆炸》《斗罗大陆：魂师对决》等产品保持良好运营态 势，公司全球最高月活跃用户超过1.6 亿。 海外业务方面，公司持续深耕SLG、MMORPG、模拟经营及休闲等核心品类，针对海外区域持续寻求增长机会，持续 精细化长线运营策略，海外业务稳健发展。报告期内，公司实现境外营业收入30.21 亿元，同比增长10.90%，占总营业 收入比重41.53%。 1,程序初筛，重点公司产品另行人工复核
002555,三七互娱,核心,时光杂货店,4,12,元，同比下降14.28%；归属于上市公司股东的净利润 17.66 亿元，同比增长26.14%。 报告期内，公司《寻道大千》《Puzzles ＆Survival》《生存33 天》《Last Asylum: Plague》《RO 仙境传说：世界 之旅》《英雄没有闪》《时光杂货店》《Puzzles ＆Chaos》《时光大爆炸》《斗罗大陆：魂师对决》等产品保持良好运营态 势，公司全球最高月活跃用户超过1.6 亿。 海外业务方面，公司持续深耕SLG、MMORPG、模拟经营及休闲等核心品类，针对海外区域持续寻求增长机会，持续 精细化长线运营策略，海外业务稳健发展。报告期内，公司实现境外营业收入30.21 亿元，同比增长10.90%,程序初筛，重点公司产品另行人工复核
002555,三七互娱,核心,寻道大千,3,12,戏的研发与发行，旗下拥有游戏研发品牌“三七游戏”及游戏发行品牌“37 手游” “37GAMES”“37 网游”。报告期内，公司实现营业收入72.75 亿元，同比下降14.28%；归属于上市公司股东的净利润 17.66 亿元，同比增长26.14%。 报告期内，公司《寻道大千》《Puzzles ＆Survival》《生存33 天》《Last Asylum: Plague》《RO 仙境传说：世界 之旅》《英雄没有闪》《时光杂货店》《Puzzles ＆Chaos》《时光大爆炸》《斗罗大陆：魂师对决》等产品保持良好运营态 势，公司全球最高月活跃用户超过1.6 亿。 海外业务方面，公司持续深耕SLG、MMORPG、模拟经营及休闲,程序初筛，重点公司产品另行人工复核
002555,三七互娱,核心,生存33 天,3,12,游戏发行品牌“37 手游” “37GAMES”“37 网游”。报告期内，公司实现营业收入72.75 亿元，同比下降14.28%；归属于上市公司股东的净利润 17.66 亿元，同比增长26.14%。 报告期内，公司《寻道大千》《Puzzles ＆Survival》《生存33 天》《Last Asylum: Plague》《RO 仙境传说：世界 之旅》《英雄没有闪》《时光杂货店》《Puzzles ＆Chaos》《时光大爆炸》《斗罗大陆：魂师对决》等产品保持良好运营态 势，公司全球最高月活跃用户超过1.6 亿。 海外业务方面，公司持续深耕SLG、MMORPG、模拟经营及休闲等核心品类，针对海外区域持续寻求增长机会，持续 精细,程序初筛，重点公司产品另行人工复核
002555,三七互娱,核心,英雄没有闪,3,12,72.75 亿元，同比下降14.28%；归属于上市公司股东的净利润 17.66 亿元，同比增长26.14%。 报告期内，公司《寻道大千》《Puzzles ＆Survival》《生存33 天》《Last Asylum: Plague》《RO 仙境传说：世界 之旅》《英雄没有闪》《时光杂货店》《Puzzles ＆Chaos》《时光大爆炸》《斗罗大陆：魂师对决》等产品保持良好运营态 势，公司全球最高月活跃用户超过1.6 亿。 海外业务方面，公司持续深耕SLG、MMORPG、模拟经营及休闲等核心品类，针对海外区域持续寻求增长机会，持续 精细化长线运营策略，海外业务稳健发展。报告期内，公司实现境外营业收入30.21 亿元，同比增,程序初筛，重点公司产品另行人工复核
002555,三七互娱,核心,Last Asylum: Plague,2,12,7 手游” “37GAMES”“37 网游”。报告期内，公司实现营业收入72.75 亿元，同比下降14.28%；归属于上市公司股东的净利润 17.66 亿元，同比增长26.14%。 报告期内，公司《寻道大千》《Puzzles ＆Survival》《生存33 天》《Last Asylum: Plague》《RO 仙境传说：世界 之旅》《英雄没有闪》《时光杂货店》《Puzzles ＆Chaos》《时光大爆炸》《斗罗大陆：魂师对决》等产品保持良好运营态 势，公司全球最高月活跃用户超过1.6 亿。 海外业务方面，公司持续深耕SLG、MMORPG、模拟经营及休闲等核心品类，针对海外区域持续寻求增长机会，持续 精细化长线运营策略，海外业务稳健发展。报告期内,程序初筛，重点公司产品另行人工复核
002555,三七互娱,核心,Puzzles ＆Chaos,2,12,4.28%；归属于上市公司股东的净利润 17.66 亿元，同比增长26.14%。 报告期内，公司《寻道大千》《Puzzles ＆Survival》《生存33 天》《Last Asylum: Plague》《RO 仙境传说：世界 之旅》《英雄没有闪》《时光杂货店》《Puzzles ＆Chaos》《时光大爆炸》《斗罗大陆：魂师对决》等产品保持良好运营态 势，公司全球最高月活跃用户超过1.6 亿。 海外业务方面，公司持续深耕SLG、MMORPG、模拟经营及休闲等核心品类，针对海外区域持续寻求增长机会，持续 精细化长线运营策略，海外业务稳健发展。报告期内，公司实现境外营业收入30.21 亿元，同比增长10.90%，占总营业 收入比重41.53,程序初筛，重点公司产品另行人工复核
002555,三七互娱,核心,Puzzles ＆Survival,2,12,行，旗下拥有游戏研发品牌“三七游戏”及游戏发行品牌“37 手游” “37GAMES”“37 网游”。报告期内，公司实现营业收入72.75 亿元，同比下降14.28%；归属于上市公司股东的净利润 17.66 亿元，同比增长26.14%。 报告期内，公司《寻道大千》《Puzzles ＆Survival》《生存33 天》《Last Asylum: Plague》《RO 仙境传说：世界 之旅》《英雄没有闪》《时光杂货店》《Puzzles ＆Chaos》《时光大爆炸》《斗罗大陆：魂师对决》等产品保持良好运营态 势，公司全球最高月活跃用户超过1.6 亿。 海外业务方面，公司持续深耕SLG、MMORPG、模拟经营及休闲等核心品类，针对海外区域持续寻求增长机,程序初筛，重点公司产品另行人工复核
002555,三七互娱,核心,斗罗大陆：魂师对决,2,12,.66 亿元，同比增长26.14%。 报告期内，公司《寻道大千》《Puzzles ＆Survival》《生存33 天》《Last Asylum: Plague》《RO 仙境传说：世界 之旅》《英雄没有闪》《时光杂货店》《Puzzles ＆Chaos》《时光大爆炸》《斗罗大陆：魂师对决》等产品保持良好运营态 势，公司全球最高月活跃用户超过1.6 亿。 海外业务方面，公司持续深耕SLG、MMORPG、模拟经营及休闲等核心品类，针对海外区域持续寻求增长机会，持续 精细化长线运营策略，海外业务稳健发展。报告期内，公司实现境外营业收入30.21 亿元，同比增长10.90%，占总营业 收入比重41.53%。 1、新品表现良好，立足全,程序初筛，重点公司产品另行人工复核
002555,三七互娱,核心,RO 仙境传说：世界之旅,1,12,成龙开展系列传播活动，将大众流行元素融入产品宣传，提升品牌声量并获得玩家好评。凭借联动与代言的双重破 圈，产品影响力持续扩大，1 月持续位居微信小游戏、抖音小游戏畅销榜双榜榜首，并在一季度保持双平台畅销榜前五， 展现出较强的市场表现与用户活跃度。 公司自研MMORPG《RO 仙境传说：世界之旅》自中国港澳台地区正式上线后取得良好市场表现，上线后最高登上当地 主要应用商店免费榜及畅销榜第一，体现了公司在经典IP 产品本地化发行、用户运营及商业化转化方面的综合能力，也 持续展现出该IP 的用户影响力和区域商业化潜力。2026 年7 月，该游戏已在东南亚地区正式上线，东南亚地区作为该 游戏IP 影响力最大的市场之一，有望持续释放IP 价值，进一步强,程序初筛，重点公司产品另行人工复核
